name,title_ca,title_es,title_en,complementary description,field_definition,openness_score,license_title,date_published,organization_parent_name_ca,organization_name_ca,package_count,frequency,geolocation,token_required,historical,api,total_views,recent_views,total_downloads_by_ip,total_downloads_absolute,total_api_access_by_api,total_api_access_absolute,tags_list,fuente,url_tornada_ca,url_tornada_es,url_tornada_en,notes_ca,notes_es,notes_en,url_busqueda_ca,url_busqueda_es,url_busqueda_en,qpj,prj,application/x-7z-compressed,qml,txt,7z,xml,bdf,qgz,zip,wms,kml,geojson,json,wmts,ics,tif,csv,kmz,xlsx,rdf-linked,sbx,dat,dbase,sbn,shp,rds,shx,html,cpg,rdf,xls,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
est-vehicles-potencia-fiscal-turismes,Potencia fiscal dels turismes per barris de la ciutat de Barcelona,Potencia fiscal de los turismos por barrios de la ciudad de Barcelona,Tax power of the cars by neighbourhood of the city of Barcelona,S,S,3,Creative Commons Attribution 4.0,2013-03-14,Ciutat i serveis,Transport,51,ANUAL,No,No,Yes,Yes,391,10,984,1045,76,78, Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Barris Barris Barcelona Potencia fiscal Turismes,Ajuntament de Barcelona. Departament d'Estadística i Difusió de Dades,http://www.bcn.cat/estadistica/catala/dades/economia/vehicles/a2017/potencia/index.htm,http://www.bcn.cat/estadistica/castella/dades/economia/vehicles/a2017/potencia/index.htm,http://www.bcn.cat/estadistica/angles/dades/economia/vehicles/a2017/potencia/index.htm,"El ""Cens de Vehicles"" s'elabora a partir de les dades dels contribuents de l'Impost sobre Vehicles de Tracció Mecànica (IVTM), conegut comunament com Impost de Circulació.  Aquest impost el paguen els titulars dels vehicles per circular per les vies públiques.     L'explotació estadística que realitza el Departament d'Estadística i Difusió de Dades de l'Ajuntament de Barcelona anomenada ""Cens de Vehicles"" es basa en els vehicles que tinguin adreça fiscal a la ciutat de Barcelona.  La data de referència de les explotacions del Departament és la situació del parc  una vegada tancat l'any fiscal.","El ""Censo de Vehículos"" se elabora a partir de los datos de los contribuyentes del Impuesto sobre Vehículos de Tracción Mecánica (IVTM), conocido comúnmente como Impuesto de Circulación.  Este impuesto lo pagan los titulares de los vehículos para circular por las vías públicas.    La explotación estadística que realiza el Departamento de Estadística y Difusión de Datos del Ayuntamiento de Barcelona llamada ""Censo de Vehículos"" se basa en los vehículos que tengan dirección fiscal en la ciudad de Barcelona.  La fecha de referencia de las explotaciones del Departamento es la situación del parque una vez cerrado el año fiscal.","The ""Vehicle Census"" is elaborated from the data of the taxpayers of the Tax on Mechanical Traction Vehicles (IVTM), commonly known as Circulation Tax.  This tax is paid by vehicle owners to be able to drive on public roads.    The statistical exploitation carried out by the Department of Statistics and Data Dissemination of the Barcelona City Council called ""Vehicle Census"" is based on vehicles with a tax address in the city of Barcelona.  The reference date of the operations of the Department is the situation of the park once the fiscal year is closed.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-potencia-fiscal-turismes,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-vehicles-potencia-fiscal-turismes,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-vehicles-potencia-fiscal-turismes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,N,N
est-vehicles-tipologia-parc-vehicles,Tipologia del parc de vehicles per barris de la ciutat de Barcelona,Tipología del parque de vehículos por barrios de la ciudad de Barcelona,Car park typology by neighbourhood of the city of Barcelona,S,S,3,Creative Commons Attribution 4.0,2013-03-14,Ciutat i serveis,Transport,51,ANUAL,No,No,Yes,Yes,769,15,1342,1584,89,90, Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Barris Barris Barcelona Camions Ciclomotors Furgonetes Motos Turismes Vehicles,Ajuntament de Barcelona. Departament d'Estadística i Difusió de Dades,http://www.bcn.cat/estadistica/catala/dades/economia/vehicles/a2017/tipo/index.htm,http://www.bcn.cat/estadistica/castella/dades/economia/vehicles/a2017/tipo/index.htm,http://www.bcn.cat/estadistica/angles/dades/economia/vehicles/a2017/tipo/index.htm,"El ""Cens de Vehicles"" s'elabora a partir de les dades dels contribuents de l'Impost sobre Vehicles de Tracció Mecànica (IVTM), conegut comunament com Impost de Circulació.  Aquest impost el paguen els titulars dels vehicles per circular per les vies públiques.     L'explotació estadística que realitza el Departament d'Estadística i Difusió de Dades de l'Ajuntament de Barcelona anomenada ""Cens de Vehicles"" es basa en els vehicles que tinguin adreça fiscal a la ciutat de Barcelona.  La data de referència de les explotacions del Departament és la situació del parc  una vegada tancat l'any fiscal.","El ""Censo de Vehículos"" se elabora a partir de los datos de los contribuyentes del Impuesto sobre Vehículos de Tracción Mecánica (IVTM), conocido comúnmente como Impuesto de Circulación.  Este impuesto lo pagan los titulares de los vehículos para circular por las vías públicas.    La explotación estadística que realiza el Departamento de Estadística y Difusión de Datos del Ayuntamiento de Barcelona llamada ""Censo de Vehículos"" se basa en los vehículos que tengan dirección fiscal en la ciudad de Barcelona.  La fecha de referencia de las explotaciones del Departamento es la situación del parque una vez cerrado el año fiscal.","The ""Vehicle Census"" is elaborated from the data of the taxpayers of the Tax on Mechanical Traction Vehicles (IVTM), commonly known as Circulation Tax.  This tax is paid by vehicle owners to be able to drive on public roads.    The statistical exploitation carried out by the Department of Statistics and Data Dissemination of the Barcelona City Council called ""Vehicle Census"" is based on vehicles with a tax address in the city of Barcelona.  The reference date of the operations of the Department is the situation of the park once the fiscal year is closed.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipologia-parc-vehicles,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-vehicles-tipologia-parc-vehicles,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-vehicles-tipologia-parc-vehicles,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,N,N
est-vehicles-tipus-propietari-motos,Tipus de propietari de les motos per barris de la ciutat de Barcelona,Tipo de propietario de las motos por barrios de la ciudad de Barcelona,Types of motorcycle owners by neighbourhoods of the city of Barcelona,S,S,3,Creative Commons Attribution 4.0,2013-03-14,Ciutat i serveis,Transport,51,ANUAL,No,No,Yes,Yes,470,10,1062,1116,77,77, Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Barris Barris Barcelona Motos Tipus propietari,Ajuntament de Barcelona. Departament d'Estadística i Difusió de Dades,http://www.bcn.cat/estadistica/catala/dades/economia/vehicles/a2017/propiet/index.htm,http://www.bcn.cat/estadistica/castella/dades/economia/vehicles/a2017/propiet/index.htm,http://www.bcn.cat/estadistica/angles/dades/economia/vehicles/a2017/propiet/index.htm,"El ""Cens de Vehicles"" s'elabora a partir de les dades dels contribuents de l'Impost sobre Vehicles de Tracció Mecànica (IVTM), conegut comunament com Impost de Circulació.  Aquest impost el paguen els titulars dels vehicles per circular per les vies públiques.     L'explotació estadística que realitza el Departament d'Estadística i Difusió de Dades de l'Ajuntament de Barcelona anomenada ""Cens de Vehicles"" es basa en els vehicles que tinguin adreça fiscal a la ciutat de Barcelona.  La data de referència de les explotacions del Departament és la situació del parc  una vegada tancat l'any fiscal.","El ""Censo de Vehículos"" se elabora a partir de los datos de los contribuyentes del Impuesto sobre Vehículos de Tracción Mecánica (IVTM), conocido comúnmente como Impuesto de Circulación.  Este impuesto lo pagan los titulares de los vehículos para circular por las vías públicas.    La explotación estadística que realiza el Departamento de Estadística y Difusión de Datos del Ayuntamiento de Barcelona llamada ""Censo de Vehículos"" se basa en los vehículos que tengan dirección fiscal en la ciudad de Barcelona.  La fecha de referencia de las explotaciones del Departamento es la situación del parque una vez cerrado el año fiscal.","The ""Vehicle Census"" is elaborated from the data of the taxpayers of the Tax on Mechanical Traction Vehicles (IVTM), commonly known as Circulation Tax.  This tax is paid by vehicle owners to be able to drive on public roads.    The statistical exploitation carried out by the Department of Statistics and Data Dissemination of the Barcelona City Council called ""Vehicle Census"" is based on vehicles with a tax address in the city of Barcelona.  The reference date of the operations of the Department is the situation of the park once the fiscal year is closed.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipus-propietari-motos,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-vehicles-tipus-propietari-motos,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-vehicles-tipus-propietari-motos,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,N,N
est-vehicles-tipus-propietari-turismes,Tipus de propietari dels turismes  per barris de la ciutat de Barcelona,Tipo de propietario de los turismos por barrios de la ciudad de Barcelona,Types of car owners by neighourbhoods of the city of Barcelona,S,S,3,Creative Commons Attribution 4.0,2013-03-14,Ciutat i serveis,Transport,51,ANUAL,No,No,Yes,Yes,460,13,1147,1260,72,74, Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Barris Barris Barcelona Tipus propietari Turismes,Ajuntament de Barcelona. Departament d'Estadística i Difusió de Dades,http://www.bcn.cat/estadistica/catala/dades/economia/vehicles/a2017/propiet/index.htm,http://www.bcn.cat/estadistica/castella/dades/economia/vehicles/a2017/propiet/index.htm,http://www.bcn.cat/estadistica/angles/dades/economia/vehicles/a2017/propiet/index.htm,"El ""Cens de Vehicles"" s'elabora a partir de les dades dels contribuents de l'Impost sobre Vehicles de Tracció Mecànica (IVTM), conegut comunament com Impost de Circulació.  Aquest impost el paguen els titulars dels vehicles per circular per les vies públiques.     L'explotació estadística que realitza el Departament d'Estadística i Difusió de Dades de l'Ajuntament de Barcelona anomenada ""Cens de Vehicles"" es basa en els vehicles que tinguin adreça fiscal a la ciutat de Barcelona.  La data de referència de les explotacions del Departament és la situació del parc  una vegada tancat l'any fiscal.","El ""Censo de Vehículos"" se elabora a partir de los datos de los contribuyentes del Impuesto sobre Vehículos de Tracción Mecánica (IVTM), conocido comúnmente como Impuesto de Circulación.  Este impuesto lo pagan los titulares de los vehículos para circular por las vías públicas.    La explotación estadística que realiza el Departamento de Estadística y Difusión de Datos del Ayuntamiento de Barcelona llamada ""Censo de Vehículos"" se basa en los vehículos que tengan dirección fiscal en la ciudad de Barcelona.  La fecha de referencia de las explotaciones del Departamento es la situación del parque una vez cerrado el año fiscal.","The ""Vehicle Census"" is elaborated from the data of the taxpayers of the Tax on Mechanical Traction Vehicles (IVTM), commonly known as Circulation Tax.  This tax is paid by vehicle owners to be able to drive on public roads.    The statistical exploitation carried out by the Department of Statistics and Data Dissemination of the Barcelona City Council called ""Vehicle Census"" is based on vehicles with a tax address in the city of Barcelona.  The reference date of the operations of the Department is the situation of the park once the fiscal year is closed.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipus-propietari-turismes,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-vehicles-tipus-propietari-turismes,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-vehicles-tipus-propietari-turismes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,N,N
estacions-bus,Estacions d'autobús de la ciutat de Barcelona,Estaciones de autobus de la ciudad de Barcelona,Bus stops of the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2013-03-18,Ciutat i serveis,Transport,51,MENSUAL,Yes_with_map_view,No,No,No,1414,22,808,1233,73,242, Estacions autobusos Parades bus Transport Transport públic,Ajuntament de Barcelona,https://w33.bcn.cat/planolBCN/ca/guia/act/estacions-d-autobusos-K017/,https://w33.bcn.cat/planolBCN/es/guia/act/estacions-d-autobusos-K017/,https://w33.bcn.cat/planolBCN/en/guia/act/estacions-d-autobusos-K017/,"Estacions d’autobusos, parades d’autobús diürns, nocturns i a l’aeroport de la ciutat de Barcelona. ","Estaciones de autobuses, paradas de autobuses diurnos, nocturnos y al aeropuerto de la ciudad de Barcelona. ","Bus stops, day bus stops, night bus stops, airport bus stops of the city of Barcelona. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estacions-bus,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=estacions-bus,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=estacions-bus,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
estat-estacions-bicing,Estat  de les estacions del nou Bicing de la ciutat de Barcelona,Estado de las estaciones del nuevo Bicing de la ciudad de Barcelona,New Bicing stations status of Barcelona city,S,S,3,Creative Commons Attribution 4.0,2019-03-25,Ciutat i serveis,Transport,51,IMMEDIATA,No,No,Yes,Yes,797,31,700,876,90,109, Any 2019 Bicing Estacions Estat bicicletes,B:SM,https://bicing.barcelona/,https://www.bicing.barcelona/es,https://bicing.barcelona/ca,Estat de les estacions del nou Bicing de la ciutat de Barcelona,Estado de las estaciones del nuevo Bicing de la ciudad de Barcelona,New Bicing stations status of Barcelona city,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estat-estacions-bicing,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=estat-estacions-bicing,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=estat-estacions-bicing,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
estat-punts-recarrega-ve,Estat dels punts de recàrrega de vehicle elèctric als aparcaments B:SM de la ciutat de Barcelona,Estado de los puntos de carga de vehículo eléctrico a los aparcamientos B:SM de la ciudad de Barcelona,Status of electric vehicle charging points at B:SM parkings in the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2018-10-03,Ciutat i serveis,Transport,51,IMMEDIATA,Yes_no_map_view,No,No,No,822,17,436,4323,5,8, BSM Mobilitat elèctrica Punts recàrrega vehicle elèctric Vehicles,Barcelona de Serveis Municipals. B:SM,https://www.aparcamentsbsm.cat/mobilitat-sostenible/,https://www.aparcamentsbsm.cat/es/movilidad-sostenible/,https://www.aparcamentsbsm.cat/en/mobilitat-sostenible/,Dades relatives a les places amb punts de recàrrega per a vehicles elèctrics als aparcaments de B:SM i la seva disponibilitat.,Datos relativos a las plazas con punto de carga para vehículos eléctricos en los aparcamientos de B:SM y su disponibilidad.,Data regarding the places with electric vehicle charging points at B:SM car parks and its availability.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estat-punts-recarrega-ve,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=estat-punts-recarrega-ve,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=estat-punts-recarrega-ve,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
evolucio-despeses-corrents-per-politiques,Evolució despeses corrents per polítiques de l'Ajuntament de Barcelona,Evolución gastos corrientes por políticas del Ayuntamiento de Barcelona,Evolution of the current expenditures by policy of the Barcelona City Council,N,S,3,Creative Commons Attribution 4.0,2019-06-18,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,98,7,44,113,6,6, Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018,Direcció de Planificació Estratègica i Fiscalitat,http://governobert.bcn.cat/estrategiaifinances/ca/despeses-corrents-polítiques-classificació-programes,http://governobert.bcn.cat/estrategiaifinances/es/despeses-corrents-polítiques-classificació-programes,http://governobert.bcn.cat/estrategiaifinances/en/despeses-corrents-polítiques-classificació-programes,Despeses corrents per polítiques (classificació per programes). Valors anuals liquidats mostrats en milions d'euros i en termes de comptabilitat pressupostària. ,Gastos corrientes por políticas (clasificación por programas). Valores anuales mostrados en millones de euros y en términos de contabilidad presupuestaria. ,Current expenditures by policy (classification by programs). Actual amounts shown in € million and in terms of budgetary accounting.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-corrents-per-politiques,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-despeses-corrents-per-politiques,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-despeses-corrents-per-politiques,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,N
evolucio-despeses-per-capitols,Evolució de despeses de l'Ajuntament de Barcelona,Evolución de gastos del Ajuntament de Barcelona,Expenditures evolution of the Barcelona City Council,N,S,3,Creative Commons Attribution 4.0,2019-06-06,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,81,6,32,39,6,6, Any 1998 Any 1999 Any 2000 Any 2001 Any 2002 Any 2003 Any 2004 Any 2005 Any 2006 Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Capítols Despeses Evolució,Direcció de Planificació Estratègica i Fiscalitat,http://governobert.bcn.cat/estrategiaifinances/ca/evolució-despeses-classificació-econòmica,http://governobert.bcn.cat/estrategiaifinances/es/evolució-despeses-classificació-econòmica ,http://governobert.bcn.cat/estrategiaifinances/en/evolució-despeses-classificació-econòmica,Evolució de despeses (classificació econòmica). Valors liquidats expressats en milions d'euros en termes de comptabilitat pressupostària. ,Evolución de gastos (clasificación económica). Valores liquidados expresados en millones de euros en términos de contabilidad presupuestaria. ,Expenditures evolution (economic classification). Actual values in terms of budgetary accounting. Amounts in € million.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-capitols,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-despeses-per-capitols,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-despeses-per-capitols,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N
evolucio-despeses-per-capitols-i-articles,Evolució despeses per capítols i artícles de l'Ajuntament de Barcelona,Evolución gastos por capítulos y artículos del Ajuntament de Barcelona,Expenditures evolution by chapters and articles of the Barcelona City Council,N,S,3,Creative Commons Attribution 4.0,2019-06-06,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,73,7,31,32,6,6, Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Articles Capítols Despeses Evolució,Direcció de Planificació Estratègica i Fiscalitat,http://governobert.bcn.cat/estrategiaifinances/ca/evolució-despeses-classificació-econòmica,http://governobert.bcn.cat/estrategiaifinances/es/evolució-despeses-classificació-econòmica,http://governobert.bcn.cat/estrategiaifinances/en/evolució-despeses-classificació-econòmica,Evolució despeses per capítols i artícles de l'Ajuntament de Barcelona.   Valors liquidats expressats en milions d'euros en termes de comptabilitat pressupostària. ,Evolución gastos por capítulos y artículos del Ajuntament de Barcelona.  Valores liquidados expresados en millones de euros en términos de contabilidad presupuestaria. ,Expenditures evolution by chapters and articles of the Barcelona City Council.  Actual values in terms of budgetary accounting. Amounts in € million.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-capitols-i-articles,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-despeses-per-capitols-i-articles,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-despeses-per-capitols-i-articles,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,N
evolucio-despeses-per-unitats-organiques,Evolució despeses per classificació orgànica de l'Ajuntament de Barcelona,Evolución de gastos por clasificación orgánica del Ajuntament de Barcelona,Evolution of the organic units expenditures of the Barcelona City Council,N,S,3,Creative Commons Attribution 4.0,2019-06-18,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,156,6,43,50,7,8, Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018,Direcció de Planificació Estratègica i Fiscalitat,http://governobert.bcn.cat/estrategiaifinances/ca/despeses-unitats-orgàniques,http://governobert.bcn.cat/estrategiaifinances/es/despeses-unitats-orgàniques,http://governobert.bcn.cat/estrategiaifinances/en/despeses-unitats-orgàniques,"Evolució despeses per classificació orgànica. Dades individuals de l'Ajuntament de Barcelona, en termes de comptabilitat pressupostària. Valors liquidats mostrats en milions d'euros. ","Evolución de gastos por clasificación orgánica. Datos individuales del Ayuntamiento de Barcelona, en términos de contabilidad presupuestaria. Valores liquidados mostrados en millones de euros.",Evolution of the organic units expenditures. Barcelona City Council individual data in terms of budgetary accounting. Actual amounts shown in € million.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-unitats-organiques,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-despeses-per-unitats-organiques,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-despeses-per-unitats-organiques,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,N
evolucio-deute,Evolució del deute de l'Ajuntament de Barcelona,Evolución de la deuda del Ayuntamiento de Barcelona,Evolution of the debt of the Barcelona City Council,N,N,3,Creative Commons Attribution 4.0,2016-06-02,Administració,Sector públic,70,ANUAL,No,No,Yes,No,354,7,218,249,8,8, Any 2000 Any 2001 Any 2002 Any 2003 Any 2004 Any 2005 Any 2006 Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Deute Evolució,Direcció de Planificació Estratègica i Anàlisi Pressupostària,http://governobert.bcn.cat/estrategiaifinances/ca/endeutament,http://governobert.bcn.cat/estrategiaifinances/es/endeudamiento,http://governobert.bcn.cat/estrategiaifinances/en/debt,"Evolució del deute de l'Ajuntament de Barcelona (sense tenir en compte entitats dependents), en valor absolut i en percentatge sobre els ingressos corrents considerats en termes del Sistema Europeu de Comptes (SEC). Els imports estan expressats en milions d'euros i en valors liquidats.","Evolución de la deuda del Ayuntamiento de Barcelona (sin tener en cuenta entidades dependientes), en valor absoluto y en porcentaje sobre los ingresos corrientes considerados en términos del Sistema Europeo de Cuentas (SEC). Los importes están expresados en millones de euros y en valores liquidados.","Evolution of the debt of the Barcelona City Council (subsidiaries not included), in absolute terms and as a percentage of current revenues considered in terms of the European System of Accounts (ESA). The amounts are expressed in  million and are actual values.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-deute,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-deute,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-deute,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N
evolucio-ingressos-per-capitols,Evolució d'ingressos per capítols de l'Ajuntament de Barcelona,Evolución de ingresos por capítulos del Ajuntament de Barcelona,Revenues evolution by chapter of the Barcelona of City Council,N,S,3,Creative Commons Attribution 4.0,2019-06-06,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,82,9,41,49,6,6, Any 1998 Any 1999 Any 2000 Any 2001 Any 2002 Any 2003 Any 2004 Any 2005 Any 2006 Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Capítols Evolució Ingressos,Direcció de Planificació Estratègica i Fiscalitat,http://governobert.bcn.cat/estrategiaifinances/ca/evolució-ingressos,http://governobert.bcn.cat/estrategiaifinances/es/evolució-ingressos,http://governobert.bcn.cat/estrategiaifinances/en/evolució-ingressos,Evolució d'ingressos per capítols de l'Ajuntament de Barcelona.  Valors en milions d'euros liquidats en termes de comptabilitat pressupostària.  ,Evolución de ingresos por capítulos del Ajuntament de Barcelona.   Valores en millones de euros liquidados en términos de contabilidad presupuestaria.   ,Revenues evolution by chapter of the Barcelona of City Council  in terms of budgetary accounting. Actual amounts in € million.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-ingressos-per-capitols,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=evolucio-ingressos-per-capitols,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=evolucio-ingressos-per-capitols,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N
